Year,Month,State,District,City,Facility_Category,Facility_Type,Facility_Name,Medicine_Name,Opening_Stock,Received,Consumption,Expired,Wasted,Lost,Closing_Stock,Nearing_Expiry,Reorder_Level
2024,March,Karnataka,Chennai,Bangalore,State,Lab,Kasturba Medical College,Levofloxacin,328,370,156,47,42,81,372,32,274
2024,April,Kerala,Pune,Mumbai,State,Health Center,Kasturba Medical College,Levofloxacin,1358,122,51,14,20,93,1302,37,274
2024,May,Maharashtra,Nagpur,Mysore,PPP,Clinic,Kasturba Medical College,Levofloxacin,1985,148,191,13,55,65,1809,31,385
2024,June,Maharashtra,Chennai,Ahmedabad,State,Health Center,Kasturba Medical College,Levofloxacin,1149,214,380,46,46,12,879,14,243
2024,July,Tamil Nadu,Mysore,Ahmedabad,PPP,Lab,Kasturba Medical College,Levofloxacin,337,245,127,67,58,48,282,5,203
2024,August,Karnataka,Nagpur,Ahmedabad,State,Lab,Kasturba Medical College,Levofloxacin,1324,328,90,54,83,13,1412,38,408
2024,September,Maharashtra,Mumbai,Nagpur,State,Health Center,Kasturba Medical College,Levofloxacin,1576,377,279,37,51,99,1487,39,258
2024,October,Kerala,Bangalore,Mumbai,State,Hospital,Kasturba Medical College,Levofloxacin,1309,158,286,35,97,63,986,25,226
2024,November,Karnataka,Pune,Mysore,PPP,Clinic,Kasturba Medical College,Levofloxacin,573,68,382,33,34,77,115,25,322
2024,December,Gujarat,Mysore,Mumbai,Central,Clinic,Kasturba Medical College,Levofloxacin,1573,196,116,59,85,19,1490,41,262
2024,January,Gujarat,Bangalore,Chennai,PPP,Lab,Kasturba Medical College,Metronidazole,753,134,406,65,85,96,235,9,388
2024,February,Kerala,Mumbai,Mumbai,Central,Hospital,Kasturba Medical College,Metronidazole,997,263,406,79,47,46,682,39,304
2024,March,Kerala,Kochi,Pune,Central,Clinic,Kasturba Medical College,Metronidazole,505,309,469,28,93,28,196,26,296
2024,April,Karnataka,Mysore,Ahmedabad,PPP,Clinic,Kasturba Medical College,Metronidazole,422,420,130,10,20,58,624,14,457
2024,May,Maharashtra,Chennai,Ahmedabad,State,Hospital,Kasturba Medical College,Metronidazole,1364,323,67,46,60,81,1433,8,324
2024,June,Maharashtra,Chennai,Mysore,State,Hospital,Kasturba Medical College,Metronidazole,914,205,312,50,40,91,626,26,364
2024,July,Kerala,Bangalore,Mysore,PPP,Clinic,Kasturba Medical College,Metronidazole,435,121,239,29,56,53,0,14,260
2024,August,Maharashtra,Pune,Ahmedabad,State,Health Center,Kasturba Medical College,Metronidazole,505,301,208,26,17,61,494,19,320
2024,September,Gujarat,Pune,Mumbai,State,Hospital,Kasturba Medical College,Metronidazole,1064,389,318,95,91,99,850,24,212
2024,October,Maharashtra,Ahmedabad,Nagpur,PPP,Lab,Kasturba Medical College,Metronidazole,1274,92,398,28,63,56,821,11,274
2024,November,Maharashtra,Mysore,Bangalore,PPP,Clinic,Kasturba Medical College,Metronidazole,181,330,261,57,37,28,128,24,455
2024,December,Tamil Nadu,Chennai,Mysore,State,Lab,Kasturba Medical College,Metronidazole,1176,335,256,55,29,31,1140,31,433
2024,January,Tamil Nadu,Pune,Pune,State,Clinic,Kasturba Medical College,Ofloxacin,492,345,69,35,39,42,652,21,331
2024,February,Gujarat,Bangalore,Pune,Central,Clinic,Kasturba Medical College,Ofloxacin,974,381,138,40,33,79,1065,23,345
2024,March,Kerala,Mumbai,Mumbai,Central,Clinic,Kasturba Medical College,Ofloxacin,684,72,135,51,76,72,422,19,255
2024,April,Maharashtra,Ahmedabad,Chennai,PPP,Hospital,Kasturba Medical College,Ofloxacin,1151,241,465,74,33,58,762,16,405
2024,May,Karnataka,Ahmedabad,Bangalore,Central,Lab,Kasturba Medical College,Ofloxacin,1432,401,469,40,74,92,1158,32,176
2024,June,Tamil Nadu,Ahmedabad,Bangalore,State,Lab,Kasturba Medical College,Ofloxacin,972,223,398,64,45,28,660,18,463
2024,July,Gujarat,Chennai,Ahmedabad,PPP,Hospital,Kasturba Medical College,Ofloxacin,1734,364,257,49,89,47,1656,22,311
2024,August,Karnataka,Nagpur,Pune,Central,Clinic,Kasturba Medical College,Ofloxacin,426,244,409,78,75,92,16,47,410
2024,September,Tamil Nadu,Mumbai,Ahmedabad,PPP,Health Center,Kasturba Medical College,Ofloxacin,248,82,93,27,64,30,116,26,338
2024,October,Gujarat,Kochi,Pune,PPP,Lab,Kasturba Medical College,Ofloxacin,616,127,88,17,37,45,556,9,426
2024,November,Gujarat,Mumbai,Mumbai,PPP,Clinic,Kasturba Medical College,Ofloxacin,1849,491,428,79,93,28,1712,8,421
2024,December,Karnataka,Pune,Chennai,PPP,Hospital,Kasturba Medical College,Ofloxacin,1088,398,71,73,93,89,1160,8,265
2024,January,Maharashtra,Nagpur,Mysore,PPP,Lab,Kasturba Medical College,Bactrim,1508,154,368,90,46,22,0,10,424
2024,February,Tamil Nadu,Pune,Chennai,State,Clinic,Kasturba Medical College,Bactrim,1074,146,235,63,84,90,748,10,462
2024,March,Tamil Nadu,Mysore,Bangalore,State,Clinic,Kasturba Medical College,Bactrim,637,246,174,10,20,32,647,48,200
2024,April,Gujarat,Nagpur,Kochi,Central,Lab,Kasturba Medical College,Bactrim,1148,328,118,73,44,69,1172,24,160
2024,May,Tamil Nadu,Bangalore,Nagpur,State,Health Center,Kasturba Medical College,Bactrim,715,412,265,68,72,83,639,36,173
2024,June,Gujarat,Chennai,Mysore,State,Hospital,Kasturba Medical College,Bactrim,1467,403,342,97,12,10,1409,45,234
2024,July,Kerala,Nagpur,Bangalore,State,Health Center,Kasturba Medical College,Bactrim,1153,130,447,81,53,64,638,47,373
2024,August,Gujarat,Mysore,Mumbai,Central,Hospital,Kasturba Medical College,Bactrim,1786,372,384,96,42,87,1549,13,469
2024,September,Karnataka,Chennai,Mumbai,State,Hospital,Kasturba Medical College,Bactrim,994,105,379,35,21,56,0,20,175
2024,October,Maharashtra,Pune,Kochi,PPP,Health Center,Kasturba Medical College,Bactrim,1535,324,239,88,68,28,1436,23,462
2024,November,Karnataka,Mysore,Pune,PPP,Health Center,Kasturba Medical College,Bactrim,1081,81,444,78,22,46,572,25,380
2024,December,Maharashtra,Kochi,Kochi,PPP,Clinic,Kasturba Medical College,Bactrim,755,55,177,96,20,89,428,7,242
2024,January,Gujarat,Chennai,Ahmedabad,PPP,Health Center,Kasturba Medical College,Flagyl,636,105,339,77,77,54,0,10,447
2024,February,Karnataka,Bangalore,Ahmedabad,Central,Lab,Kasturba Medical College,Flagyl,488,335,452,35,31,45,260,35,361
2024,March,Tamil Nadu,Kochi,Nagpur,State,Clinic,Kasturba Medical College,Flagyl,433,164,224,38,85,64,186,34,266
2024,April,Kerala,Pune,Ahmedabad,PPP,Hospital,Kasturba Medical College,Flagyl,1422,202,455,31,86,89,963,37,214
2024,May,Kerala,Mumbai,Chennai,Central,Clinic,Kasturba Medical College,Flagyl,1215,404,477,35,95,19,0,25,308
2024,June,Gujarat,Mysore,Mumbai,Central,Hospital,Kasturba Medical College,Flagyl,835,158,427,16,74,86,390,14,220
2024,July,Gujarat,Mysore,Chennai,Central,Hospital,Kasturba Medical College,Flagyl,1533,305,411,91,98,71,0,6,436
2024,August,Kerala,Mumbai,Bangalore,State,Health Center,Kasturba Medical College,Flagyl,384,342,217,13,44,29,423,41,339
2024,September,Karnataka,Mysore,Kochi,State,Health Center,Kasturba Medical College,Flagyl,1376,67,224,71,68,26,1054,8,365
2024,October,Kerala,Nagpur,Nagpur,Central,Clinic,Kasturba Medical College,Flagyl,1614,473,417,90,31,18,1531,27,304
2024,November,Karnataka,Nagpur,Ahmedabad,PPP,Hospital,Kasturba Medical College,Flagyl,1598,162,189,67,89,42,1373,16,353
2024,December,Maharashtra,Pune,Mysore,State,Clinic,Kasturba Medical College,Flagyl,1995,236,229,74,64,11,1853,12,176
2024,January,Gujarat,Nagpur,Mysore,PPP,Hospital,Kasturba Medical College,Keflex,1645,454,301,91,97,29,1581,33,407
2024,February,Karnataka,Mysore,Mumbai,State,Health Center,Kasturba Medical College,Keflex,843,250,423,21,99,77,473,31,351
2024,March,Gujarat,Ahmedabad,Mumbai,Central,Lab,Kasturba Medical College,Keflex,314,234,361,79,23,43,42,49,199
2024,April,Kerala,Ahmedabad,Ahmedabad,Central,Clinic,Kasturba Medical College,Keflex,1753,460,206,66,91,35,1815,11,429
2024,May,Kerala,Bangalore,Nagpur,PPP,Health Center,Kasturba Medical College,Keflex,1942,51,365,15,22,55,1536,47,242
2024,June,Tamil Nadu,Bangalore,Mumbai,Central,Clinic,Kasturba Medical College,Keflex,1898,71,325,52,29,24,1539,25,215
2024,July,Tamil Nadu,Ahmedabad,Pune,PPP,Hospital,Kasturba Medical College,Keflex,1811,288,474,30,99,52,1444,32,235
2024,August,Kerala,Pune,Ahmedabad,PPP,Hospital,Kasturba Medical College,Keflex,800,101,233,30,16,56,566,20,310
2024,September,Maharashtra,Ahmedabad,Bangalore,Central,Lab,Kasturba Medical College,Keflex,1078,451,107,71,59,69,1223,16,155
2024,October,Karnataka,Bangalore,Mumbai,State,Hospital,Kasturba Medical College,Keflex,1392,234,367,33,31,80,1115,23,184
2024,November,Kerala,Mumbai,Nagpur,State,Hospital,Kasturba Medical College,Keflex,1358,82,385,74,61,10,910,26,454
2024,December,Gujarat,Mysore,Mumbai,Central,Hospital,Kasturba Medical College,Keflex,1795,486,450,90,12,29,1700,43,365
2024,January,Gujarat,Mumbai,Ahmedabad,State,Hospital,Kasturba Medical College,Cefzil,1339,465,183,32,34,12,1543,24,353
2024,February,Maharashtra,Pune,Bangalore,PPP,Clinic,Kasturba Medical College,Cefzil,1833,342,455,19,20,40,1641,38,254
2024,March,Karnataka,Kochi,Mysore,State,Clinic,Kasturba Medical College,Cefzil,751,107,267,93,92,99,307,43,414
2024,April,Maharashtra,Mumbai,Pune,PPP,Health Center,Kasturba Medical College,Cefzil,1485,306,459,90,84,61,1097,38,218
2024,May,Kerala,Kochi,Mumbai,State,Clinic,Kasturba Medical College,Cefzil,1131,326,412,60,55,31,899,19,394
2024,June,Kerala,Mumbai,Nagpur,PPP,Lab,Kasturba Medical College,Cefzil,623,144,157,62,31,31,486,7,233
2024,July,Karnataka,Pune,Mysore,PPP,Clinic,Kasturba Medical College,Cefzil,846,447,411,39,42,90,711,47,321
2024,August,Kerala,Mumbai,Ahmedabad,Central,Hospital,Kasturba Medical College,Cefzil,798,495,429,32,14,56,762,30,316
2024,September,Gujarat,Nagpur,Mysore,PPP,Hospital,Kasturba Medical College,Cefzil,1957,240,282,61,89,57,1708,19,442
2024,October,Karnataka,Chennai,Pune,Central,Hospital,Kasturba Medical College,Cefzil,588,184,426,92,69,56,129,18,227
2024,November,Tamil Nadu,Nagpur,Mysore,State,Hospital,Kasturba Medical College,Cefzil,1355,51,344,74,97,95,796,8,185
2024,December,Karnataka,Chennai,Pune,PPP,Hospital,Kasturba Medical College,Cefzil,543,153,285,33,35,95,248,5,447
2024,January,Maharashtra,Mumbai,Mumbai,State,Lab,Kasturba Medical College,Augmentin,1932,480,251,28,90,36,2007,38,186
2024,February,Kerala,Mumbai,Mysore,State,Health Center,Kasturba Medical College,Augmentin,1907,487,230,14,93,39,2018,16,493
2024,March,Karnataka,Nagpur,Bangalore,PPP,Health Center,Kasturba Medical College,Augmentin,1903,206,53,59,37,38,1922,19,483
2024,April,Gujarat,Kochi,Kochi,State,Lab,Kasturba Medical College,Augmentin,524,69,367,30,58,29,0,22,381
2024,May,Maharashtra,Bangalore,Mumbai,PPP,Clinic,Kasturba Medical College,Augmentin,690,104,383,18,70,34,289,30,384
2024,June,Kerala,Nagpur,Mumbai,Central,Lab,Kasturba Medical College,Augmentin,965,327,493,44,52,80,623,41,412
2024,July,Gujarat,Bangalore,Ahmedabad,PPP,Clinic,Kasturba Medical College,Augmentin,970,368,337,59,36,58,848,26,274
2024,August,Maharashtra,Ahmedabad,Pune,PPP,Clinic,Kasturba Medical College,Augmentin,603,370,457,14,68,33,401,28,421
2024,September,Kerala,Chennai,Kochi,Central,Clinic,Kasturba Medical College,Augmentin,428,94,92,20,78,69,263,17,156
2024,October,Kerala,Ahmedabad,Bangalore,Central,Clinic,Kasturba Medical College,Augmentin,395,287,91,20,20,14,537,38,460
2024,November,Karnataka,Bangalore,Chennai,State,Hospital,Kasturba Medical College,Augmentin,367,452,56,15,88,17,643,34,223
2024,December,Gujarat,Chennai,Nagpur,State,Hospital,Kasturba Medical College,Augmentin,1713,85,250,37,79,51,1381,5,180
2024,January,Maharashtra,Mumbai,Kochi,State,Health Center,Kasturba Medical College,Biaxin,309,98,79,51,20,13,244,37,276
2024,February,Maharashtra,Mysore,Nagpur,PPP,Hospital,Kasturba Medical College,Biaxin,570,397,402,39,86,34,406,25,366
2024,March,Kerala,Chennai,Mysore,Central,Health Center,Kasturba Medical College,Biaxin,902,425,80,93,58,87,1009,8,399
2024,April,Kerala,Kochi,Pune,PPP,Health Center,Kasturba Medical College,Biaxin,1512,325,187,30,30,34,1556,16,200
2024,May,Maharashtra,Mysore,Chennai,State,Hospital,Kasturba Medical College,Biaxin,1297,443,392,70,57,68,1153,44,315
2024,June,Maharashtra,Mumbai,Nagpur,Central,Lab,Kasturba Medical College,Biaxin,1274,320,185,79,21,61,1248,34,220
2024,July,Karnataka,Chennai,Chennai,State,Lab,Kasturba Medical College,Biaxin,1092,220,342,73,71,10,816,10,413
2024,August,Maharashtra,Kochi,Mumbai,State,Hospital,Kasturba Medical College,Biaxin,1930,225,499,64,42,44,1506,21,247
2024,September,Kerala,Pune,Mysore,Central,Hospital,Kasturba Medical College,Biaxin,1715,58,366,58,98,51,1200,27,496
2024,October,Tamil Nadu,Mysore,Ahmedabad,State,Lab,Kasturba Medical College,Biaxin,1243,127,330,68,36,45,891,36,351
2024,November,Kerala,Bangalore,Chennai,PPP,Health Center,Kasturba Medical College,Biaxin,1255,270,394,59,88,40,944,18,445
2024,December,Maharashtra,Nagpur,Ahmedabad,State,Lab,Kasturba Medical College,Biaxin,1799,99,366,54,24,68,1386,33,394
2024,January,Maharashtra,Mysore,Pune,PPP,Lab,Kasturba Medical College,Zithromax,1485,447,408,95,64,66,1299,49,445
2024,February,Tamil Nadu,Chennai,Bangalore,State,Clinic,Kasturba Medical College,Zithromax,1604,498,286,17,87,29,1683,10,423
2024,March,Tamil Nadu,Nagpur,Nagpur,Central,Clinic,Kasturba Medical College,Zithromax,823,444,207,21,49,76,914,29,325
2024,April,Kerala,Pune,Pune,PPP,Health Center,Kasturba Medical College,Zithromax,1801,461,443,91,63,39,1626,28,258
2024,May,Gujarat,Ahmedabad,Mumbai,Central,Health Center,Kasturba Medical College,Zithromax,649,93,314,23,57,54,294,48,270
2024,June,Karnataka,Bangalore,Bangalore,State,Clinic,Kasturba Medical College,Zithromax,1873,318,499,79,80,97,1436,39,224
2024,July,Gujarat,Chennai,Ahmedabad,State,Hospital,Kasturba Medical College,Zithromax,736,81,73,44,40,40,620,18,208
2024,August,Maharashtra,Chennai,Nagpur,PPP,Hospital,Kasturba Medical College,Zithromax,1653,353,61,63,40,27,1815,12,413
2024,September,Maharashtra,Chennai,Nagpur,Central,Hospital,Kasturba Medical College,Zithromax,1078,144,271,49,43,78,781,45,392
2024,October,Kerala,Chennai,Pune,Central,Hospital,Kasturba Medical College,Zithromax,714,323,375,25,91,85,461,45,223
2024,November,Kerala,Mumbai,Pune,State,Lab,Kasturba Medical College,Zithromax,798,328,433,64,98,26,0,9,479
2024,December,Kerala,Kochi,Mumbai,PPP,Clinic,Kasturba Medical College,Zithromax,1393,81,432,87,87,22,846,13,261
2024,January,Karnataka,Kochi,Nagpur,State,Hospital,Kasturba Medical College,Valtrex,1065,178,279,56,11,91,806,17,479
2024,February,Gujarat,Ahmedabad,Nagpur,Central,Hospital,Kasturba Medical College,Valtrex,1394,475,282,72,52,96,1367,43,454
2024,March,Karnataka,Ahmedabad,Kochi,PPP,Health Center,Kasturba Medical College,Valtrex,1742,341,195,38,80,73,1697,20,339
2024,April,Tamil Nadu,Mysore,Kochi,PPP,Clinic,Kasturba Medical College,Valtrex,836,303,365,79,63,42,590,30,325
2024,May,Maharashtra,Bangalore,Pune,Central,Health Center,Kasturba Medical College,Valtrex,579,276,109,94,13,21,618,8,302
2024,June,Maharashtra,Ahmedabad,Mysore,Central,Clinic,Kasturba Medical College,Valtrex,865,101,53,84,18,48,763,47,172
2024,July,Gujarat,Ahmedabad,Pune,PPP,Health Center,Kasturba Medical College,Valtrex,1423,229,362,25,17,49,1199,17,446
2024,August,Tamil Nadu,Chennai,Pune,PPP,Hospital,Kasturba Medical College,Valtrex,863,446,166,90,76,78,899,37,202
2024,September,Gujarat,Ahmedabad,Chennai,PPP,Health Center,Kasturba Medical College,Valtrex,1336,171,126,98,98,30,1155,26,217
2024,October,Gujarat,Pune,Mysore,State,Hospital,Kasturba Medical College,Valtrex,1914,195,293,46,24,40,1706,7,278
2024,November,Tamil Nadu,Ahmedabad,Pune,State,Health Center,Kasturba Medical College,Valtrex,1083,282,256,63,16,66,964,37,264
2024,December,Gujarat,Ahmedabad,Bangalore,State,Hospital,Kasturba Medical College,Valtrex,1774,78,309,89,56,92,1306,10,443
2024,January,Gujarat,Nagpur,Ahmedabad,State,Hospital,Kasturba Medical College,Zovirax,1418,51,131,26,79,83,1150,9,430
2024,February,Karnataka,Pune,Bangalore,State,Hospital,Kasturba Medical College,Zovirax,1828,162,52,45,67,71,1755,43,407
2024,March,Maharashtra,Mysore,Nagpur,PPP,Hospital,Kasturba Medical College,Zovirax,1819,155,232,10,40,42,1650,23,499
2024,April,Karnataka,Nagpur,Mumbai,State,Lab,Kasturba Medical College,Zovirax,266,169,250,43,80,30,32,21,208
2024,May,Karnataka,Kochi,Nagpur,Central,Health Center,Kasturba Medical College,Zovirax,1684,468,393,73,56,31,1599,10,463
2024,June,Kerala,Bangalore,Mysore,Central,Clinic,Kasturba Medical College,Zovirax,1378,148,74,73,84,43,1252,13,433
2024,July,Karnataka,Mysore,Kochi,PPP,Clinic,Kasturba Medical College,Zovirax,1302,413,425,88,10,91,1101,10,468
2024,August,Tamil Nadu,Mumbai,Mumbai,State,Hospital,Kasturba Medical College,Zovirax,1858,295,480,21,86,96,1470,43,408
2024,September,Tamil Nadu,Mumbai,Nagpur,State,Lab,Kasturba Medical College,Zovirax,940,102,139,70,31,32,770,24,222
2024,October,Tamil Nadu,Kochi,Chennai,PPP,Clinic,Kasturba Medical College,Zovirax,299,286,317,28,87,83,70,39,380
2024,November,Kerala,Ahmedabad,Nagpur,PPP,Health Center,Kasturba Medical College,Zovirax,1371,322,429,97,67,84,1016,45,285
2024,December,Kerala,Nagpur,Chennai,Central,Clinic,Kasturba Medical College,Zovirax,1852,391,144,93,84,73,1849,39,468
2024,January,Tamil Nadu,Pune,Ahmedabad,Central,Clinic,Kasturba Medical College,Tamiflu,900,253,241,89,92,38,693,47,247
2024,February,Tamil Nadu,Bangalore,Mysore,Central,Hospital,Kasturba Medical College,Tamiflu,1053,300,458,64,75,34,722,7,221
2024,March,Kerala,Ahmedabad,Pune,Central,Clinic,Kasturba Medical College,Tamiflu,1794,406,286,90,24,70,1730,47,470
2024,April,Maharashtra,Nagpur,Mysore,State,Health Center,Kasturba Medical College,Tamiflu,1914,95,395,14,45,64,1491,15,311
2024,May,Kerala,Pune,Ahmedabad,PPP,Clinic,Kasturba Medical College,Tamiflu,928,210,288,11,33,39,767,8,223
2024,June,Tamil Nadu,Mumbai,Ahmedabad,Central,Hospital,Kasturba Medical College,Tamiflu,918,214,290,68,90,45,639,28,304
2024,July,Maharashtra,Ahmedabad,Mumbai,State,Clinic,Kasturba Medical College,Tamiflu,675,297,280,28,59,30,575,23,349
2024,August,Gujarat,Mysore,Mumbai,Central,Lab,Kasturba Medical College,Tamiflu,919,370,88,17,17,30,1137,23,181
2024,September,Kerala,Bangalore,Nagpur,Central,Health Center,Kasturba Medical College,Tamiflu,1350,493,192,48,40,80,1483,8,231
2024,October,Tamil Nadu,Kochi,Bangalore,State,Lab,Kasturba Medical College,Tamiflu,1208,317,402,33,78,57,955,44,239
2024,November,Tamil Nadu,Nagpur,Chennai,Central,Hospital,Kasturba Medical College,Tamiflu,1134,491,320,24,91,55,1135,48,441
2024,December,Kerala,Mumbai,Mysore,Central,Clinic,Kasturba Medical College,Tamiflu,1764,157,204,62,34,86,1535,21,239
2024,January,Kerala,Chennai,Chennai,Central,Lab,Kasturba Medical College,Symmetrel,1253,111,491,81,50,30,712,45,390
2024,February,Karnataka,Bangalore,Pune,State,Health Center,Kasturba Medical College,Symmetrel,1355,84,156,71,21,62,1129,35,208
2024,March,Maharashtra,Ahmedabad,Chennai,Central,Hospital,Kasturba Medical College,Symmetrel,1210,365,368,48,32,99,1028,24,488
2024,April,Kerala,Ahmedabad,Mumbai,State,Hospital,Kasturba Medical College,Symmetrel,1316,292,384,56,47,31,0,36,179
2024,May,Gujarat,Pune,Pune,Central,Health Center,Kasturba Medical College,Symmetrel,1786,137,349,60,26,37,1451,11,441
2024,June,Karnataka,Mumbai,Ahmedabad,State,Lab,Kasturba Medical College,Symmetrel,1576,270,243,57,33,12,1501,8,299
2024,July,Maharashtra,Nagpur,Nagpur,PPP,Lab,Kasturba Medical College,Symmetrel,1141,80,424,45,86,67,599,47,188
2024,August,Tamil Nadu,Mumbai,Bangalore,PPP,Health Center,Kasturba Medical College,Symmetrel,242,278,136,53,52,86,193,8,326
2024,September,Gujarat,Chennai,Kochi,PPP,Clinic,Kasturba Medical College,Symmetrel,1835,131,280,32,66,35,1553,24,456
2024,October,Tamil Nadu,Nagpur,Bangalore,State,Lab,Kasturba Medical College,Symmetrel,1606,286,460,74,72,59,1227,30,385
2024,November,Tamil Nadu,Ahmedabad,Nagpur,PPP,Hospital,Kasturba Medical College,Symmetrel,1882,71,277,96,36,28,1516,44,390
2024,December,Tamil Nadu,Kochi,Bangalore,State,Hospital,Kasturba Medical College,Symmetrel,243,364,327,71,68,16,125,43,457
2024,January,Gujarat,Pune,Bangalore,State,Health Center,Kasturba Medical College,Tylenol,140,116,59,45,16,85,51,8,235
2024,February,Gujarat,Mysore,Nagpur,Central,Lab,Kasturba Medical College,Tylenol,1283,53,280,51,77,21,907,15,367
2024,March,Kerala,Mysore,Kochi,Central,Health Center,Kasturba Medical College,Tylenol,234,292,295,38,59,83,51,9,400
2024,April,Kerala,Bangalore,Bangalore,Central,Clinic,Kasturba Medical College,Tylenol,1516,110,277,78,58,41,1172,46,299
2024,May,Maharashtra,Mumbai,Bangalore,PPP,Lab,Kasturba Medical College,Tylenol,992,260,382,91,63,65,651,25,235
2024,June,Maharashtra,Mysore,Kochi,Central,Hospital,Kasturba Medical College,Tylenol,1143,91,361,38,43,75,717,32,203
2024,July,Kerala,Ahmedabad,Kochi,PPP,Health Center,Kasturba Medical College,Tylenol,970,286,469,28,31,50,678,19,367
2024,August,Tamil Nadu,Ahmedabad,Pune,State,Clinic,Kasturba Medical College,Tylenol,634,214,68,60,46,81,593,36,395
2024,September,Karnataka,Kochi,Mumbai,State,Lab,Kasturba Medical College,Tylenol,291,200,132,38,48,33,240,32,490
2024,October,Karnataka,Chennai,Ahmedabad,State,Hospital,Kasturba Medical College,Tylenol,1578,473,231,64,98,41,1617,42,475
2024,November,Kerala,Nagpur,Chennai,Central,Lab,Kasturba Medical College,Tylenol,1827,122,410,90,27,25,1397,18,474
2024,December,Gujarat,Bangalore,Nagpur,PPP,Health Center,Kasturba Medical College,Tylenol,1223,147,328,22,51,50,919,16,219
2024,January,Tamil Nadu,Nagpur,Nagpur,PPP,Health Center,Kasturba Medical College,Advil,306,458,317,84,59,71,233,35,427
2024,February,Maharashtra,Chennai,Kochi,Central,Lab,Kasturba Medical College,Advil,664,81,359,16,75,28,0,5,331
2024,March,Gujarat,Nagpur,Kochi,Central,Clinic,Kasturba Medical College,Advil,1713,444,331,47,17,25,1737,14,205
2024,April,Gujarat,Bangalore,Pune,State,Clinic,Kasturba Medical College,Advil,1882,145,291,88,33,97,1518,45,284
2024,May,Maharashtra,Kochi,Nagpur,Central,Clinic,Kasturba Medical College,Advil,386,296,74,76,60,57,415,47,383
2024,June,Kerala,Kochi,Nagpur,Central,Lab,Kasturba Medical College,Advil,1669,458,273,55,62,37,1700,43,369
2024,July,Gujarat,Nagpur,Mumbai,Central,Lab,Kasturba Medical College,Advil,557,107,282,78,23,47,234,48,241
2024,August,Kerala,Bangalore,Nagpur,PPP,Clinic,Kasturba Medical College,Advil,723,84,205,52,49,18,483,10,304
2024,September,Gujarat,Mumbai,Ahmedabad,PPP,Hospital,Kasturba Medical College,Advil,672,316,290,91,93,54,460,8,395
2024,October,Kerala,Mumbai,Kochi,PPP,Health Center,Kasturba Medical College,Advil,1489,253,417,86,61,13,1165,41,466
2024,November,Tamil Nadu,Mysore,Kochi,State,Clinic,Kasturba Medical College,Advil,1706,478,180,66,65,13,1860,45,183
2024,December,Tamil Nadu,Nagpur,Pune,Central,Lab,Kasturba Medical College,Advil,1397,410,478,35,21,47,1226,28,431
2024,January,Tamil Nadu,Bangalore,Pune,State,Hospital,Kasturba Medical College,Aleve,551,491,431,43,29,20,519,30,461
2024,February,Tamil Nadu,Mysore,Mumbai,Central,Clinic,Kasturba Medical College,Aleve,1660,342,479,51,28,69,1375,32,476
2024,March,Kerala,Mumbai,Mumbai,Central,Hospital,Kasturba Medical College,Aleve,766,452,143,42,68,75,890,36,380
2024,April,Gujarat,Mumbai,Pune,Central,Lab,Kasturba Medical College,Aleve,254,250,191,79,18,14,202,9,296
2024,May,Gujarat,Mysore,Bangalore,State,Hospital,Kasturba Medical College,Aleve,1578,409,417,48,32,37,1453,38,355
2024,June,Tamil Nadu,Kochi,Pune,Central,Lab,Kasturba Medical College,Aleve,592,372,304,63,60,12,525,48,397
2024,July,Karnataka,Kochi,Kochi,PPP,Hospital,Kasturba Medical College,Aleve,1415,207,459,59,32,34,1038,20,255
2024,August,Kerala,Mysore,Nagpur,State,Lab,Kasturba Medical College,Aleve,961,360,317,72,52,26,854,45,157
2024,September,Tamil Nadu,Mumbai,Mumbai,State,Clinic,Kasturba Medical College,Aleve,1960,201,231,49,29,53,1799,11,232
2024,October,Maharashtra,Chennai,Mumbai,State,Hospital,Kasturba Medical College,Aleve,1048,277,96,11,58,76,1084,49,369
2024,November,Karnataka,Pune,Ahmedabad,PPP,Hospital,Kasturba Medical College,Aleve,1188,353,254,36,72,79,1100,19,399
2024,December,Karnataka,Pune,Ahmedabad,Central,Hospital,Kasturba Medical College,Aleve,1185,254,359,39,50,89,902,29,492
2024,January,Karnataka,Ahmedabad,Chennai,PPP,Health Center,Kasturba Medical College,Bufferin,869,89,369,43,35,61,0,13,395
2024,February,Kerala,Kochi,Mysore,PPP,Lab,Kasturba Medical College,Bufferin,732,341,99,85,75,15,799,19,206
2024,March,Gujarat,Nagpur,Mumbai,PPP,Health Center,Kasturba Medical College,Bufferin,1430,300,92,64,12,88,1474,37,261
2024,April,Maharashtra,Chennai,Pune,State,Hospital,Kasturba Medical College,Bufferin,1451,405,221,29,98,57,1451,30,404
2024,May,Tamil Nadu,Bangalore,Pune,PPP,Hospital,Kasturba Medical College,Bufferin,898,126,228,96,60,61,579,19,393
2024,June,Karnataka,Nagpur,Kochi,PPP,Health Center,Kasturba Medical College,Bufferin,1787,398,118,66,73,26,1902,29,308
2024,July,Karnataka,Nagpur,Kochi,State,Lab,Kasturba Medical College,Bufferin,865,467,326,47,31,19,909,31,166
2024,August,Karnataka,Mysore,Nagpur,State,Health Center,Kasturba Medical College,Bufferin,438,248,243,31,63,74,275,18,442
2024,September,Gujarat,Kochi,Chennai,State,Hospital,Kasturba Medical College,Bufferin,1048,226,91,47,93,90,953,30,252
